Topic,Words,Frequency,Timestamp,Name
376,"geological, sheets, fire, dimensional, subsoil",19,2022-05-27 10:40:00,376_geological_fire_sheets_mapping
377,"replacing, conversion, 9000, entirely, approval",4,2022-05-27 10:40:00,377_conversion_posed_approval_trust
378,"talking, underscores, re, what, about",7,2022-05-27 10:40:00,378_talking_re_what_about
379,"letter, borist, smoke, near, chairman",8,2022-05-27 10:40:00,379_borist_letter_smoke_near
381,"waiting, party, expand, option, kilile",14,2022-05-27 10:40:00,381_waiting_party_expand_expanding
382,"forget, forgotten, remember, sadly, ll",8,2022-05-27 10:40:00,382_forget_remember_memory_forgotten
383,"motion, roll, ballot, resolution, simultaneous",4,2022-05-27 10:40:00,383_roll_ballot_simultaneous_tabled
384,"roll, ballot, simultaneous, rule, refer",2,2022-05-27 10:40:00,384_roll_ballot_simultaneous_rule
385,"sardo, azione, partito, salvini, premier",2,2022-05-27 10:40:00,385_premier_salvini_sardo_azione
386,"roll, ballot, simultaneous, rule, refer",18,2022-05-27 10:40:00,386_roll_ballot_simultaneous_rule
387,"bans, restricted, privacy, south, absolutely",2,2022-05-27 10:40:00,387_ban_bans_banned_restricted
388,"bertoldi, de, enlisted, speak, monti",11,2022-05-27 10:40:00,388_bertoldi_de_enlisted_speak
389,"power, corrupts, rulers, legitimized, indisputably",10,2022-05-27 10:40:00,389_power_rulers_corrupts_torn
390,"majority, pieces, released, quarrelsome, chaotic",7,2022-05-27 10:40:00,390_majority_eighteen_born_hemicycle
391,"originally, august, assumed, end, year",1,2022-05-27 10:40:00,391_march_dates_date_etrs
392,"suggestions, suggestion, öse, proposal, drastic",10,2022-05-27 10:40:00,392_suggestions_suggestion_proposal_öse
393,"approve, annex, doesn, followed, senate",7,2022-05-27 10:40:00,393_approve_annex_doesn_followed
394,"opened, sitting, 16, 01, 35",4,2022-05-27 10:40:00,394_opened_sitting_16_35
395,"open, sitting, 30, 31, 32",3,2022-05-27 10:40:00,395_sitting_open_31_32
396,"biological, regulation, breakdown, products, organic",1,2022-05-27 10:40:00,396_biodynamic_biodynamics_biological_or...
397,"126th, fractures, severity, gr, handling",1,2022-05-27 10:40:00,397_fracture_fractures_suspected_severit...
398,"doctor, patient, informed, enlightenment, doctors",4,2022-05-27 10:40:00,398_doctor_doctors_patient_patients
400,"approve, annex, doesn, followed, senate",8,2022-05-27 10:40:00,400_approve_annex_doesn_followed
401,"afghan, women, afghanistan, girls, taliban",4,2022-05-27 10:40:00,401_afghan_women_afghanistan_taliban
402,"dana, dance, artist, icelanders, himself",1,2022-05-27 10:40:00,402_media_artists_icelandic_art
403,"superintendent, rurals, liked, confront, would",7,2022-05-27 10:40:00,403_liked_would_crisp_improvement
404,"hurry, looks, re, then, quickly",1,2022-05-27 10:40:00,404_quickly_speed_fast_faster
405,"citizenship, income, assistantism, apostles, mortifying",5,2022-05-27 10:40:00,405_citizenship_income_demagogy_poverty
406,"kingdom, proclaimers, protect, kingdoms, understandable",5,2022-05-27 10:40:00,406_kingdom_treasure_commune_contended
407,"harassment, insulting, humiliating, definition, behavior",32,2022-05-27 10:40:00,407_harassment_insulting_humiliating_def...
409,"articles, consists, hagsjá, decreto, separates",4,2022-05-27 10:40:00,409_articles_consists_article_chapters
410,"jakobsdóttir, katrín, daughter, reign, jacob",9,2022-05-27 10:40:00,410_jakobsdóttir_katrín_daughter_governm...
411,"tabling, noon, amendments, deadline, draft",6,2022-05-27 10:40:00,411_tabling_amendments_deadline_relation
412,"back, house, am, mr, going",27,2022-05-27 10:40:00,412_back_house_am_mr
413,"mouse030, sled, 22021, races, 2024",3,2022-05-27 10:40:00,413_2026_2022_completed_schedule
414,"registered, she, cantù, speak, piarulli",7,2022-05-27 10:40:00,414_registered_she_speak_cantù
415,"fiber, optics, manufacture, southing, optic",5,2022-05-27 10:40:00,415_fiber_optics_optic_opticization
416,"ecological, transition, regulated, reiterated, interaction",1,2022-05-27 10:40:00,416_ecological_transition_climate_sustai...
417,"step, clause, bit, forward, thinks",5,2022-05-27 10:40:00,417_step_bit_epochs_forward
419,"approve, annex, doesn, followed, senate",15,2022-05-27 10:40:00,419_approve_annex_doesn_followed
420,"approve, annex, doesn, followed, senate",13,2022-05-27 10:40:00,420_approve_annex_doesn_followed
421,"treaty, tributaries, viable, treaties, unanimity",4,2022-05-27 10:40:00,421_treaty_treaties_puts_signing
422,"broadcast, across, interpreter, intend, hall",4,2022-05-27 10:40:00,422_intend_speak_representative_members
423,"2119, item, 2595, deputies, nos",1,2022-05-27 10:40:00,423_item_deputies_draft_approved
424,"gray, areas, qualify, responsibilities, vague",24,2022-05-27 10:40:00,424_gray_areas_grey_qualify
425,"hatred, hate, conduct, expression, speech",7,2022-05-27 10:40:00,425_hatred_hate_speech_expression
426,"virgin, volunteering, tries, declare, assignment",2,2022-05-27 10:40:00,426_thank_bill_much_minister
427,"answer, thank, senator, you, roughly",2,2022-05-27 10:40:00,427_answer_thank_senator_you
428,"loan, million, payments, borrower, loans",6,2022-05-27 10:40:00,428_loan_million_loans_payments
429,"antipsychotics, antidepressant, morbidity, antipsychotic, overemphasis",3,2022-05-27 10:40:00,429_antipsychotics_antipsychotic_drugs_m...
430,"personal, protection, processing, effects, assessment",5,2022-05-27 10:40:00,430_personal_protection_assessment_peron...
433,"environment, yearn, environmentalists, cooling, young",8,2022-05-27 10:40:00,433_environment_charter_cared_environmen...
434,"resilience, recovery, plan, national, articulated",10,2022-05-27 10:40:00,434_resilience_recovery_plan_national
435,"enlisted, carlo, pepe, speak, de",2,2022-05-27 10:40:00,435_enlisted_carlo_speak_pesco
436,"approve, annex, doesn, followed, senate",14,2022-05-27 10:40:00,436_approve_annex_doesn_followed
438,"answers, thank, excellent, much, very",2,2022-05-27 10:40:00,438_answers_thank_much_very
439,"landowners, land, bronze, gsm, retreated",9,2022-05-27 10:40:00,439_landowners_land_grid_reapers
440,"investor, legalized, prior, agencies, foreign",1,2022-05-27 10:40:00,440_funds_regulation_operators_investmen...
441,"signed, svanberg, jóhannesson, guðný, constitution",4,2022-05-27 10:40:00,441_signed_constitution_investigated_ple...
442,"crimes, criminal, international, court, statute",27,2022-05-27 10:40:00,442_crimes_criminal_international_court
443,"monitoring, monitor, flexibility, quality, status",7,2022-05-27 10:40:00,443_quality_monitoring_flexibility_contr...
444,"draghi, mario, soros, pude, messieur",4,2022-05-27 10:40:00,444_draghi_italy_president_voice
445,"misto, lavoro, cavaliere, ndc, nc",2,2022-05-27 10:40:00,445_misto_nc_ndc_iac
446,"complicated, complex, explained, nothing, itself",3,2022-05-27 10:40:00,446_complicated_nothing_than_simple
447,"roll, ballot, simultaneous, rule, refer",2,2022-05-27 10:40:00,447_roll_ballot_simultaneous_rule
448,"adhd, waiting, months, list, behavioral",9,2022-05-27 10:40:00,448_adhd_waiting_children_behavioral
449,"respond, floor, minutes, nastri, two",4,2022-05-27 10:40:00,449_floor_minutes_respond_two
450,"10th, length, par, meeting, convergence",3,2022-05-27 10:40:00,450_meeting_length_10th_4th
451,"book, secret, green, climate, information",1,2022-05-27 10:40:00,451_book_green_bookwork_energy
452,"disease, conspira, prevention, reunion, instruction",3,2022-05-27 10:40:00,452_disease_prevention_epidemic_control
453,"approve, annex, doesn, followed, senate",7,2022-05-27 10:40:00,453_approve_annex_doesn_followed
455,"draw, temporary, attention, effect, law",1,2022-05-27 10:40:00,455_effect_already_comes_into
456,"roll, ballot, simultaneous, rule, refer",2,2022-05-27 10:40:00,456_roll_ballot_simultaneous_rule
457,"comments, minutes, approved, were, since",6,2022-05-27 10:40:00,457_comments_minutes_approved_were
458,"day, stress, simples, 2281, 908",8,2022-05-27 10:40:00,458_day_stress_homophobia_celebrated
460,"man, character, thank, deep, senator",3,2022-05-27 10:40:00,460_question_senator_thank_word
463,"concessions, decrees, intend, representative, intervene",2,2022-05-27 10:40:00,463_intend_representative_intervene_repl...
464,"answer, thank, senator, you, for",4,2022-05-27 10:40:00,464_answer_thank_senator_you
465,"innovation, epidemic, stress, icelandic, impacts",10,2022-05-27 10:40:00,465_innovation_epidemic_icelandic_icelan...
466,"word, colonization, linguistic, phrases, sleep",5,2022-05-27 10:40:00,466_word_acronym_words_used
468,"shelter, warfare, war, wars, peace",7,2022-05-27 10:40:00,468_war_warfare_wars_shelter
469,"intervention, tension, interventions, disproportionately, outcomes",6,2022-05-27 10:40:00,469_interventions_intervention_tension_m...
470,"5th, 81, contrary, balboni, ciriani",6,2022-05-27 10:40:00,470_5th_81_contrary_expressed
471,"inquiry, thank, senator, you, specific",4,2022-05-27 10:40:00,471_inquiry_thank_senator_you
472,"political, militarists, decision, indifference, socialist",6,2022-05-27 10:40:00,472_political_decision_politics_militari...
473,"answer, thank, senator, answers, wrote",4,2022-05-27 10:40:00,473_answer_thank_answers_senator
474,"constitution, touchable, editable, modifiable, adaptable",3,2022-05-27 10:40:00,474_constitution_touching_charter_adapta...
475,"hot, water, cold, heating, warm",18,2022-05-27 10:40:00,475_hot_water_cold_warm
476,"telecommunication, telecommunications, greenland, distance, communications",5,2022-05-27 10:40:00,476_communications_telecommunications_te...
477,"barges, unsolved, attached, licenses, beat",1,2022-05-27 10:40:00,477_murder_nautical_injuries_road
478,"ditch, trick, shovel, wetlands, invented",1,2022-05-27 10:40:00,478_wetlands_recovery_carbon_emissions
479,"wholeheartedly, beneficial, education, proposal, general",1,2022-05-27 10:40:00,479_education_suggest_general_committee
480,"produced, profiles, incompatibility, enforce, brussels",3,2022-05-27 10:40:00,480_profiles_incompatibility_obligations...
481,"against, am, mr, president, this",24,2022-05-27 10:40:00,481_against_am_mr_president
482,"55, neutrality, 2030, nobody, target",1,2022-05-27 10:40:00,482_emissions_55_2030_reduction
483,"explanation, speak, ask, vote, you",2,2022-05-27 10:40:00,483_explanation_speak_ask_vote
484,"enlisted, speak, iannone, he, lannotti",7,2022-05-27 10:40:00,484_enlisted_speak_iannone_he
485,"unacceptable, adding, belong, behavior, conduct",4,2022-05-27 10:40:00,485_unacceptable_acceptable_situation_ok...
486,"conclude, shall, lingering, mr, assert",6,2022-05-27 10:40:00,486_conclude_shall_mr_president
487,"5th, opinions, inform, standing, 1st",2,2022-05-27 10:40:00,487_5th_opinions_standing_1st
488,"lakes, shire, activation, protective, skavegur",25,2022-05-27 10:40:00,488_lakes_shire_activation_protective
489,"raiks, bill, iceland, 31st, reactivation",7,2022-05-27 10:40:00,489_iceland_bill_contract_regulations
490,"soliciting, party, parties, shockers, nest",4,2022-05-27 10:40:00,490_party_parties_soliciting_dinner
491,"persisted, exasperated, wounds, wisely, hurry",4,2022-05-27 10:40:00,491_choice_choices_decision_sealy
492,"soil, preservations, evaporation, diffusion, presumably",3,2022-05-27 10:40:00,492_soil_soils_nutrients_consumption
493,"north, side, 4th, 5th, 1st",22,2022-05-27 10:40:00,493_north_side_4th_1st
494,"portofino, marmi, pietrasanta, riccione, forte",2,2022-05-27 10:40:00,494_virus_italy_pandemic_charter
495,"child, children, waiting, aesthetics, walletary",8,2022-05-27 10:40:00,495_child_children_waiting_wait
499,"hydroelectric, concessions, renewal, derivation, hydropower",22,2022-05-27 10:40:00,499_hydroelectric_concessions_renewal_de...
500,"dragons, dragon, magnets, lapsus, center",2,2022-05-27 10:40:00,500_dragons_dragon_disease_centrists
501,"fund, financed, recovery, instrument, difficulty",1,2022-05-27 10:40:00,501_recovery_energy_fund_autonomy
502,"golden, power, assets, cioffi, safeguard",4,2022-05-27 10:40:00,502_golden_power_discipline_extended
503,"positive, diminish, seeking, flow, message",4,2022-05-27 10:40:00,503_positive_salami_diminish_wrongdoing
504,"inactivation, content, packaging, difference, declarations",4,2022-05-27 10:40:00,504_difference_indistinguishable_content...
505,"answer, gives, second, answers, answered",23,2022-05-27 10:40:00,505_answer_gives_second_answers
507,"corrosive, focus, damaged, timely, facilitate",2,2022-05-27 10:40:00,507_changes_suggests_bill_intertranslati...
509,"committee, thank, job, good, cleanness",17,2022-05-27 10:40:00,509_committee_thank_job_welfare
510,"afraid, sharing, informed, hold, meetings",1,2022-05-27 10:40:00,510_propose_respected_referred_affairs
511,"sweden, norway, kótavogur, norwegians, finnum",7,2022-05-27 10:40:00,511_norway_sweden_denmark_norwegians
512,"threatened, security, broad, factors, sense",2,2022-05-27 10:40:00,512_security_national_abused_unchangeabl...
513,"paying, deaths, flee, victims, died",3,2022-05-27 10:40:00,513_casualties_civilian_victims_deaths
514,"judgment, 1984, mirror, magazine, supreme",1,2022-05-27 10:40:00,514_court_appealed_judgment_supreme
515,"round, rounds, minutes, divided, five",1,2022-05-27 10:40:00,515_minutes_explanations_five_allocated
516,"poorest, none, elsewhere, considerably, trend",1,2022-05-27 10:40:00,516_prosperity_developing_countries_popu...
517,"loneliness, isolation, lonely, unchecked, social",7,2022-05-27 10:40:00,517_loneliness_isolation_lonely_cute
518,"response, minutes, cucca, pazzaglini, corrado",3,2022-05-27 10:40:00,518_response_minutes_cucca_speak
519,"winter, weather, inadverted, wintertime, swing",5,2022-05-27 10:40:00,519_weather_winter_snow_wintertime
520,"reading, skills, read, mathematics, olds",10,2022-05-27 10:40:00,520_reading_read_skills_children
521,"whole, look, think, mind, things",6,2022-05-27 10:40:00,521_thought_lot_playsheet_abouttheclimat...
523,"contributes, proportion, approval, greater, above",21,2022-05-27 10:40:00,523_contributes_proportion_approval_grea...
524,"collection, waste, pavanelli, consortium, packaging",1,2022-05-27 10:40:00,524_waste_collection_accidentally_sea
525,"approve, annex, doesn, followed, senate",10,2022-05-27 10:40:00,525_approve_annex_doesn_followed
528,"fosters, cheflavour, live, watching, sacrifice",3,2022-05-27 10:40:00,528_live_abroad_coercive_settle
529,"no, uh, just, really, well",7,2022-05-27 10:40:00,529_uh_no_well_really
530,"perennial, 72nd, constitution, guarantees, 81",2,2022-05-27 10:40:00,530_68_constitution_article_applicabilit...
531,"151th, 151, 445, submitted, previously",2,2022-05-27 10:40:00,531_151th_submitted_succeed_previously
532,"mistake, mistakes, dearly, messing, resounding",6,2022-05-27 10:40:00,532_mistakes_mistake_learn_repeat
534,"thursday, interior, question, presence, ecological",2,2022-05-27 10:40:00,534_thursday_question_place_presence
535,"unchanged, reprehensible, ignored, suggesting, provisional",2,2022-05-27 10:40:00,535_unchanged_submitted_remain_bill
536,"joke, jokes, illusory, mirror, invested",2,2022-05-27 10:40:00,536_joke_jokes_humor_laugh
537,"plastic, usage, disposable, plastics, plastically",2,2022-05-27 10:40:00,537_plastic_microplastics_placenta_ocean...
538,"respect, responds, counter, honor, opposite",11,2022-05-27 10:40:00,538_respect_honor_responds_disguised
539,"comments, minutes, approved, were, since",1,2022-05-27 10:40:00,539_comments_minutes_approved_were
540,"slovenian, writer, dachau, flames, nazi",4,2022-05-27 10:40:00,540_auschwitz_nazi_concentration_memory
541,"foreclosed, remaining, amendments, centimetres, dossier",5,2022-05-27 10:40:00,541_remaining_amendments_foreclosed_set
543,"abundance, resources, satisfied, enough, fully",2,2022-05-27 10:40:00,543_resources_enough_infinite_resource
545,"epidemic, crowns, crown, wax, drove",2,2022-05-27 10:40:00,545_crown_crowns_gang_liquid
546,"camps, decoration, filtering, concentration, presidents",1,2022-05-27 10:40:00,546_camps_alika_died_concentration
547,"permission, review, publication, pension, caught",3,2022-05-27 10:40:00,547_permission_says_report_president
548,"hospital, 930, growth, evaporating, hospitals",9,2022-05-27 10:40:00,548_hospital_hospitals_growth_expected
549,"blasphemy, prohibition, against, religious, penal",22,2022-05-27 10:40:00,549_blasphemy_prohibition_against_religi...
550,"competitions, rankings, initial, training, winners",19,2022-05-27 10:40:00,550_competitions_rankings_competition_in...
551,"southnes, release, line, extremely, contract",1,2022-05-27 10:40:00,551_southnes_line_landsnet_kv
552,"representative, resolutions, motions, vezzali, tabled",3,2022-05-27 10:40:00,552_representative_motions_resolutions_o...
553,"greenland, faeroe, islands, cooperation, greenlandians",19,2022-05-27 10:40:00,553_greenland_faeroe_islands_cooperation
554,"answer, thank, senator, you, for",3,2022-05-27 10:40:00,554_answer_thank_senator_you
555,"disagree, considerable, protected, welcome, me",1,2022-05-27 10:40:00,555_refugees_senator_reservation_derided
557,"outset, wrong, returning, result, determined",3,2022-05-27 10:40:00,557_option_outset_lack_dissuade
558,"hospital, patients, providers, complications, yellow",6,2022-05-27 10:40:00,558_hospital_patients_patient_providers
559,"clarification, accepts, agenda, regarding, rapporteur",2,2022-05-27 10:40:00,559_agendas_agenda_accepted_accepts
560,"870, monuments, globally, destroy, eastern",1,2022-05-27 10:40:00,560_monument_declaration_monuments_cultu...
562,"approve, annex, doesn, followed, senate",6,2022-05-27 10:40:00,562_approve_annex_doesn_followed
564,"comment, representative, rapporteurs, call, rapporteur",7,2022-05-27 10:40:00,564_comment_representative_rapporteur_am...
565,"pray, scallop, writing, responsoring, explaining",4,2022-05-27 10:40:00,565_pray_scallop_writing_want
567,"speech, thank, inequities, senator, fine",4,2022-05-27 10:40:00,567_speech_thank_senator_excellent
568,"league, impediment, concessionaire, professionals, purposefully",10,2022-05-27 10:40:00,568_league_impediment_concessionaire_pro...
569,"exploiting, warned, deputy, hence, careful",4,2022-05-27 10:40:00,569_caution_careful_slippage_cautionary
571,"box, jakobsdóttir, counsellers, katrín, 2017",5,2022-05-27 10:40:00,571_box_sideds_stunning_frame
572,"akureyri, university, kalälduvaya, nuuk, school",5,2022-05-27 10:40:00,572_akureyri_university_studies_technica...
573,"declare, open, general, discussion, special",4,2022-05-27 10:40:00,573_declare_open_discussion_general
574,"voted, favour, correct, wandering, stefani",6,2022-05-27 10:40:00,574_voted_favour_mistake_vote
575,"speaking, congress, respect, members, don",2,2022-05-27 10:40:00,575_congress_speaking_minute_officials
577,"india, china, notice, fail, happening",1,2022-05-27 10:40:00,577_china_chinese_aggressive_covid
578,"nominal, tabled, 310, ballot, simultaneous",2,2022-05-27 10:40:00,578_nominal_tabled_identical_granato
579,"barrier, course, quoted, shape, sadly",3,2022-05-27 10:40:00,579_course_a4_straighten_tempered
580,"justice, belongs, disagree, ministry, conviction",2,2022-05-27 10:40:00,580_justice_institute_law_refuses
581,"faggi, registered, she, speak, petris",1,2022-05-27 10:40:00,581_registered_she_faggi_speak
582,"suggests, agreed, changes, above, bill",17,2022-05-27 10:40:00,582_suggests_agreed_changes_outlined
583,"weird, thing, normal, unnatural, crazy",1,2022-05-27 10:40:00,583_normal_unnatural_crazy_weird
584,"sticking, sensible, idea, approach, maybe",3,2022-05-27 10:40:00,584_idea_good_approach_think
585,"2016, produced, security, policy, national",1,2022-05-27 10:40:00,585_security_2016_national_policy
586,"suðvest, 12th, 9th, re, 6th",19,2022-05-27 10:40:00,586_suðvest_12th_9th_re
587,"microenergy, pensioners, furthermore, survival, reviewed",1,2022-05-27 10:40:00,587_microenergy_pensioners_pension_age
590,"suicide, disease, suicides, depression, triencing",4,2022-05-27 10:40:00,590_suicide_suicides_disease_47
592,"story, thank, much, very, minister",1,2022-05-27 10:40:00,592_story_thank_much_very
594,"mental, health, bells, explode, illness",14,2022-05-27 10:40:00,594_mental_health_explode_bells
596,"south, 9th, birgir, þórarinsson, district",21,2022-05-27 10:40:00,596_south_9th_birgir_þórarinsson
597,"terrorism, offenses, laundering, adequate, official",1,2022-05-27 10:40:00,597_laundering_terrorism_cryptocurrencie...
599,"screening, processed, stress, screened, registry",3,2022-05-27 10:40:00,599_screening_stress_screenings_ease
600,"budget, secretary, history, thank, much",1,2022-05-27 10:40:00,600_budget_chairman_secretary_thank
601,"binetti, registered, biti, speak, cirinna",4,2022-05-27 10:40:00,601_binetti_registered_speak_biti
602,"declare, closed, communications, debate, ministers",1,2022-05-27 10:40:00,602_declare_closed_debate_willingness
603,"parallels, comparison, comparisons, nation, illustrated",6,2022-05-27 10:40:00,603_compare_comparisons_comparison_clean
604,"enlisted, brollini, pirro, she, giammanco",3,2022-05-27 10:40:00,604_enlisted_she_speak_pirro
605,"big, deal, living, history, sure",3,2022-05-27 10:40:00,605_big_deal_movie_town
606,"signal, sure, proposal, continue, ensure",2,2022-05-27 10:40:00,606_commitment_stress_uniquely_clear
607,"meeting, meetings, come, thought, better",2,2022-05-27 10:40:00,607_meeting_eastfield_board_saturday
608,"pardon, beg, comment, your, apology",1,2022-05-27 10:40:00,608_apology_apologize_stress_sorry
609,"scattered, regions, central, play, safety",1,2022-05-27 10:40:00,609_regions_stress_regional_lance
610,"efta, formally, trial, court, eea",2,2022-05-27 10:40:00,610_efta_court_logical_icesave
611,"2681, bonafede, modified, text, cartabia",2,2022-05-27 10:40:00,611_text_modified_amending_amendments
612,"legalizing, legalized, reevaluate, glad, learn",2,2022-05-27 10:40:00,612_legalization_legalize_legalized_bioa...
613,"corrected, actors, spite, correct, beautiful",3,2022-05-27 10:40:00,613_corrected_correct_correction_grammat...
614,"christianity, culture, recognizes, historic, foundation",2,2022-05-27 10:40:00,614_culture_classical_christian_commerci...
615,"poverty, inequity, ivory, calendars, rich",3,2022-05-27 10:40:00,615_poverty_children_poor_grandfather
616,"yes, gives, answer, everything, say",2,2022-05-27 10:40:00,616_yes_answer_question_simple
617,"grain, wheat, ukraine, harvesters, sunflowers",5,2022-05-27 10:40:00,617_grain_ukraine_wheat_russia
618,"old, unfair, parents, usually, until",2,2022-05-27 10:40:00,618_chores_child_age_old
619,"marriage, age, 18, married, wedding",7,2022-05-27 10:40:00,619_marriage_marry_age_18
620,"rapporteurs, roll, tabled, simultaneous, 100",1,2022-05-27 10:40:00,620_rapporteurs_tabled_roll_simultaneous
622,"bang, checking, administrators, agents, heads",2,2022-05-27 10:40:00,622_executives_managers_agents_managemen...
624,"afghanistan, americans, react, story, 20",1,2022-05-27 10:40:00,624_afghanistan_taliban_americans_oversp...
625,"representative, call, government, stewards, texts",2,2022-05-27 10:40:00,625_representative_call_government_stewa...
626,"2nd, expiry, 1st, environmentally, possessions",2,2022-05-27 10:40:00,626_1st_2nd_suggest_pointed
628,"reimbursement, filmmaking, film, 1999, temporary",7,2022-05-27 10:40:00,628_reimbursement_filmmaking_film_1999
629,"directive, state, constitute, settle, throw",5,2022-05-27 10:40:00,629_state_cartelisation_demonize_anymore
630,"proposal, 2013, presented, available, attention",2,2022-05-27 10:40:00,630_proposal_engagement_submitted_forthi...
631,"substances, animal, hormone, hazardous, harmonizing",2,2022-05-27 10:40:00,631_substances_harmful_hormone_respirato...
632,"amendments, against, am, mr, president",12,2022-05-27 10:40:00,632_amendments_against_am_mr
633,"abstain, opposing, senators, accordingly, intend",1,2022-05-27 10:40:00,633_senators_opposing_abstain_accordingl...
634,"environmental, communicable, prevention, risks, acute",14,2022-05-27 10:40:00,634_environmental_prevention_communicabl...
636,"appeal, doria, tosato, invite, secretary",2,2022-05-27 10:40:00,636_appeal_invite_secretary_proceed
638,"sacrifice, resistant, underscores, witness, failure",2,2022-05-27 10:40:00,638_sacrifice_sacrifices_repays_justifie...
639,"evolution, indifference, destination, inevitable, decade",5,2022-05-27 10:40:00,639_evolution_covid_correspondent_punish...
640,"tiles, food, wooden, obvious, prices",3,2022-05-27 10:40:00,640_food_prices_groceries_sugar
641,"orphan, sites, reclamation, identified, regions",14,2022-05-27 10:40:00,641_orphan_sites_reclamation_identified
642,"mauton, 01, caliendo, alt, pc",3,2022-05-27 10:40:00,642_10_buccarella_follow_11
643,"ecosolidal, announce, component, mixed, equal",1,2022-05-27 10:40:00,643_ecosolidal_announce_mixed_component
644,"require, minor, coverage, adjustments, suggests",13,2022-05-27 10:40:00,644_require_minor_coverage_adjustments
645,"lies, based, lot, comes, fact",1,2022-05-27 10:40:00,645_lying_lies_fooled_deceive
647,"akureyri, hospital, clinics, advertised, clinic",4,2022-05-27 10:40:00,647_hospital_akureyri_backup_cornerstone
648,"sp, emanuele, pellegrini, az, psd",3,2022-05-27 10:40:00,648_pellegrini_emanuele_sp_az
649,"mortified, volunteering, patch, hole, remedy",1,2022-05-27 10:40:00,649_volunteers_volunteer_volunteering_ch...
652,"globalisation, globalization, depth, phenomenon, goods",3,2022-05-27 10:40:00,652_globalisation_globalization_phenomen...
653,"hazard, involve, safety, major, issue",2,2022-05-27 10:40:00,653_safety_safe_safer_prevalent
654,"transactions, competition, despicable, traded, strive",1,2022-05-27 10:40:00,654_strive_competition_active_promote
655,"option, priming, overall, pro, professional",4,2022-05-27 10:40:00,655_report_ignored_review_professional
657,"human, rights, covering, ignore, gross",2,2022-05-27 10:40:00,657_human_rights_violating_bathe
660,"uv, patt, aut, svp, unterberger",3,2022-05-27 10:40:00,660_patt_uv_aut_svp
661,"jakobsdóttir, katrín, daughter, stand, follow",1,2022-05-27 10:40:00,661_highest_minister_learn_lawsuits
662,"adult, runs, alpine, hoped, bigger",1,2022-05-27 10:40:00,662_cheating_senator_aground_šdisilgate
663,"roll, ballot, simultaneous, rule, refer",2,2022-05-27 10:40:00,663_roll_ballot_simultaneous_rule
664,"smell, offers, indications, extensive, urine",1,2022-05-27 10:40:00,664_smell_urine_insecticides_preschooler...
665,"crevice, hell, there, scratch, underneath",1,2022-05-27 10:40:00,665_scratch_underneath_ramburd_crevice
666,"serve, invited, previously, assembly, again",4,2022-05-27 10:40:00,666_serve_invited_previously_assembly
667,"newspaper, weekend, experiences, sorry, family",1,2022-05-27 10:40:00,667_victims_mourning_closeness_pain
668,"everybody, agrees, sort, agree, common",3,2022-05-27 10:40:00,668_agree_agrees_everybody_couldn
669,"criticism, easy, otherwise, allowed, line",2,2022-05-27 10:40:00,669_criticism_criticize_criticist_rounda...
670,"neighboring, addressed, bit, looking, management",1,2022-05-27 10:40:00,670_agency_checkbox_executing_naughty
671,"preconceiving, pay, paying, shit, pays",3,2022-05-27 10:40:00,671_pay_preconceiving_pays_pledge
672,"delegation, exercised, delegates, writes, delegated",3,2022-05-27 10:40:00,672_delegation_white_exercised_delegates
673,"mental, health, billion, cost, 26",9,2022-05-27 10:40:00,673_mental_cost_billion_health
674,"weight, higher, necessary, ask, should",1,2022-05-27 10:40:00,674_weight_weights_pounds_lose
675,"pahor, boris, trieste, 108, disappeared",1,2022-05-27 10:40:00,675_disappearance_rognoni_loved_his
679,"clinics, survey, satisfaction, users, turned",1,2022-05-27 10:40:00,679_remote_care_distant_health
681,"balance, imbalance, managed, points, reduce",3,2022-05-27 10:40:00,681_balance_imbalance_balanced_finding
683,"sensing, rai, broadcast, television, spa",1,2022-05-27 10:40:00,683_rai_television_spa_broadcasting
684,"argues, eighty, recruitments, conceived, honor",3,2022-05-27 10:40:00,684_improvisation_never_argues_hostiliti...
685,"garnet, enlisted, she, speak, rauti",2,2022-05-27 10:40:00,685_garnet_enlisted_rauti_she
686,"oil, ban, 54, search, jurisdiction",3,2022-05-27 10:40:00,686_oil_search_jurisdiction_norwegian
687,"cleaning, services, responses, telephone, tasks",1,2022-05-27 10:40:00,687_telephones_housekeeping_interiors_re...
688,"sexual, autonomy, favors, women, extensively",3,2022-05-27 10:40:00,688_sexual_autonomy_atypical_sexless
690,"authority, authoritativeness, spends, possess, advertisement",4,2022-05-27 10:40:00,690_authority_tabernacle_authoritativene...
692,"rapporteur, agree, mr, president, with",16,2022-05-27 10:40:00,692_rapporteur_agree_mr_president
693,"degenerations, anticipate, gray, problems, speaks",3,2022-05-27 10:40:00,693_trident_stubbornness_covid_decountin...
696,"told, related, facts, ve, point",1,2022-05-27 10:40:00,696_facts_dejected_eyes_chronicle
697,"permission, kindly, tómasson, tómas, books",2,2022-05-27 10:40:00,697_permission_jesusko_marlins_president
698,"81, 5th, expressed, move, constitution",2,2022-05-27 10:40:00,698_81_5th_expressed_contrary
699,"cooperation, cooperating, brother, flows, spirit",6,2022-05-27 10:40:00,699_cooperation_flows_exorcisms_prosperi...
700,"bellanova, clarification, prime, deputy, thank",2,2022-05-27 10:40:00,700_prime_thank_answers_answer
