Topic,Count,Name,Representation,Representative_Docs
621,19,621_conference_meetings_meeting_longer,"['conference', 'meetings', 'meeting', 'longer', 'aren', 'resent', 'hard', 'lengthy', 'winding', 'overnight']","[""But if people aren't going to show up, if the members of the board aren't coming to a meeting, they're not going to work, I don't understand why they're giving us a longer conference."", ""Now I'm a special amateur for long meetings, even overnight meetings, they can be the greatest fun at all, but they're burned to the point where representatives of the board will not participate."", 'But what is the need for a longer conference?']"
622,19,622_executives_managers_agents_management,"['executives', 'managers', 'agents', 'management', 'hypocrites', 'naiveties', 'voters', 'whining', 'feasible', 'yeah']","['The executives who tell us to stop whining and coming to work but who are all gone for food or out to town or anywhere.', ""But I've found that when the executives have spoken up and called after it, they feel like they're out of transparency, that there's a lack of information and that they have to put the cards on the table, they're just watching the manager there."", ""I notice that the executives felt extremely hurt and rushed out of the hall, the few hypocrites who showed up after we drew attention to the fact that they weren't here to have a conversation with us.""]"
623,19,623_examination_described_proceed_shall,"['examination', 'described', 'proceed', 'shall', 'amendments', 'decree', 'article', 'now', 'law', 'intended']","['We shall now proceed to the examination of the amendments to Article 19 of the Decree-Law, which are described.', 'We shall now proceed to the examination of the amendments to Article 20 of the Decree-Law, which are described.', 'We shall now proceed to the examination of the amendments to Article 7 of the Decree-Law, which are described.']"
624,19,624_afghanistan_taliban_americans_overspoken,"['afghanistan', 'taliban', 'americans', 'overspoken', 'evacuated', 'disordered', 'afghans', 'regained', 'unforgivable', 'wretched']","['In the meantime, however, unacceptable things also happen in Afghanistan.', 'There we have been involved in building up following war and, in fact, decades of conflict, while the Taliban has returned to power in Afghanistan, thanks to an incomprehensible and unforgivable agreement made with them by the U.S. government.', 'Do we want to remember Afghanistan?']"
625,19,625_representative_call_government_stewards,"['representative', 'call', 'government', 'stewards', 'texts', 'attend', 'offices', 'knows', 'sent', 'turn']","['I call the representative of the Government.', 'I call the representative of the Government.', 'I call the representative of the Government.']"
626,19,626_1st_2nd_suggest_pointed,"['1st', '2nd', 'suggest', 'pointed', 'environment', 'transport', 'traced', 'committee', 'main', 'after']","['Finally, I suggest, after 1st. if the case is referred to. Environment and Transport Committee as well as the 2nd Environment and Transport Committee.', 'I suggest after 1st. if the case is referred to. Environment and Transport Committee and 2nd Environment.', 'I suggest the bill be after the 1st. Pointed to why. Environment and Transport Committee and 2nd Environment.']"
627,19,627_easter_break_ransacked_texting,"['easter', 'break', 'ransacked', 'texting', 'egg', 'embarrassing', 'message', 'scrap', 'hanging', 'ahead']","[""I'm starting to wonder what I'm gonna do here after Easter."", ""You don't have to be surprised that there's a lot of discussion about this because even if we were to talk here well until Easter and before Easter, I don't think we'd get close to knowing exactly what's going on."", 'Then we can go on Easter break.']"
628,19,628_reimbursement_filmmaking_film_1999,"['reimbursement', 'filmmaking', 'film', '1999', 'temporary', '43', 'suggests', 'iceland', 'production', '35']","['The bill suggests changes in temporary reimbursement laws for filmmaking in Iceland, No. 43/1999.', 'The bill suggests changes in temporary reimbursement laws for filmmaking in Iceland, No. 43/1999.', 'The bill suggests changes in temporary reimbursement laws for filmmaking in Iceland.']"
629,19,629_state_cartelisation_demonize_anymore,"['state', 'cartelisation', 'demonize', 'anymore', 'directive', 'should', 'conservative', 'behave', 'taxpayer', 'constitute']","['It should not be so that the state should begin to help with ◯cartelisation in the first place.', ""There are things the state can't lose, because otherwise, if it doesn't do them anymore, it won't even be able to control them anymore."", 'The State must somewhere realize that it may be wrong to admit it, not continue to demonize its citizens in court.']"
630,19,630_proposal_engagement_submitted_forthiscommunicative,"['proposal', 'engagement', 'submitted', 'forthiscommunicative', 'birds', 'santangelo', 'plate', 'writer', 'hitting', 'accordance']","['This proposal is requested to be submitted in accordance with the above terms of engagement.', 'This proposal is requested to be submitted in accordance with the above terms of engagement.', 'All this to say what the proposal is.']"
631,19,631_substances_harmful_hormone_respiratory,"['substances', 'harmful', 'hormone', 'respiratory', 'chemicals', 'destructive', 'dangerous', 'anaben', 'animal', 'irritation']","['However, it is conditional that the amount of chemicals does not exceed the amount considered for its own use so that protection from substances will still be punished when it is evident that they are intended for sale or distribution.', 'This obviously produces devastating damage, because it is absolutely harmful substances.', 'Of course, all these substances need to be handled with care after risking hazardous substances, but most people use them in a responsible way.']"
632,19,632_amendments_against_am_mr,"['amendments', 'against', 'am', 'mr', 'president', 'all', 'touching', 'trampled', 'span', 'umpteenth']","['Mr President, I am against all the amendments.', 'Mr President, I am against all the amendments.', 'Mr President, I am against all the amendments.']"
633,19,633_senators_opposing_abstain_accordingly,"['senators', 'opposing', 'abstain', 'accordingly', 'answer', 'intend', 'trust', 'yes', 'declaring', 'speak']","['The senators for trust will answer yes, the opposing senators will answer no, the senators who intend to abstain will speak accordingly.', 'The senators for trust will answer yes; the opposing senators will answer no; the senators who intend to abstain will speak accordingly.', 'The senators for trust will answer yes; the opposing senators will answer no; the senators who intend to abstain will speak accordingly.']"
634,19,634_environmental_prevention_communicable_risks,"['environmental', 'prevention', 'communicable', 'risks', 'network', 'health', 'acute', 'chronic', 'climate', 'national']","['Its function is to improve policies and strategies for the prevention, control and treatment of acute and chronic diseases directly or indirectly associated with environmental and climate risks.', 'It will perform its functions by working in synergy with the structures of the National Environmental Protection System, established in 2016, and will have predominant health prevention, control and planning tasks, to reduce the risks and impacts on the population of acute and chronic, communicable and non-communicable diseases associated with pollution and climate change.', 'This new system aims to improve and harmonise the policies and strategies put in place by the National Health Service for the prevention, control and treatment of acute and chronic, communicable and non-communicable diseases associated with environmental and climate risks.']"
635,19,635_russa_la_malan_roll,"['russa', 'la', 'malan', 'roll', 'ballot', 'simultaneous', 'tabled', 'refer', 'senators', 'call']","['I refer to the roll-call vote by simultaneous ballot of amendment 7.5, tabled by Senators Malan and La Russa.', 'I refer to the roll-call vote by simultaneous ballot of amendment 7.4, tabled by Senators Malan and La Russa.', 'I refer to the roll-call vote by simultaneous ballot of amendment 2.4, tabled by Senators Malan and La Russa.']"
636,19,636_appeal_invite_secretary_proceed,"['appeal', 'invite', 'secretary', 'proceed', 'starting', 'makes', 'pisani', 'senator', 'giuseppe', 'tosato']","['I invite the Senator Secretary to proceed with the appeal, starting with Senator Casini.', 'I invite the Senator Secretary to proceed with the appeal, starting with Senator Calandrini.', 'I invite the Senator Secretary to proceed with the appeal.']"
637,19,637_france_french_italy_germany,"['france', 'french', 'italy', 'germany', 'neologism', 'coalition', 'enhanced', 'cooperation', 'quint', 'disgust']","['It is above all on this front that Italy and France therefore, in my opinion, have the need to meet.', 'Madam President, Italy and France together, for a stronger Europe.', 'This is due to the positive cooperation between Italy and France.']"
638,19,638_sacrifice_sacrifices_repays_justified,"['sacrifice', 'sacrifices', 'repays', 'justified', 'resistant', 'underscores', 'expressions', 'translated', 'links', 'genuine']","['Then there is a distinction between sacrifice and sacrifice.', 'Mr President, the sacrifice is great.', 'There was a great sacrifice to be made.']"
639,19,639_evolution_covid_correspondent_punishments,"['evolution', 'covid', 'correspondent', 'punishments', 'indifference', 'slower', 'wait', 'bans', 'destination', 'optimistic']","['So I want to ask the highest. A minister may not agree with the fact that there is bad evolution.', 'The fact is, I think there will be very little evolution in these subjects-- yes, evolution will be very slow, but it will be much slower if it is mainly to be successful with regulations and bans and punishments instead of positive motivation and emphasis on research and evolution.', 'We just have to accept that evolution is on its way.']"
640,19,640_food_prices_groceries_sugar,"['food', 'prices', 'groceries', 'sugar', 'rise', 'rose', 'percent', 'peak', 'meat', 'tiles']","[""This will be our major project now for the next year because I think, and I'm not alone, that food prices in the world will rise."", 'It is clear, therefore, that if you close this market, the production of groceries will be drawn together, which can lead to lack of food and substantial increase in food prices.', 'At this time, the food prices will rise, and it will have a big impact on this country.']"
641,18,641_orphan_sites_reclamation_identified,"['orphan', 'sites', 'reclamation', 'identified', 'regions', 'site', 'provinces', 'autonomous', 'verified', 'illicit']","['The orphan sites have therefore been identified through a process of consultation with the territorial administrations, which was started in July 2021, so the offices responsible of the Ministry asked the bodies to identify orphan sites to be retrained on their territory and related interventions.', 'In addition, the actual qualification of orphan sites is attested by the proposing regions and verified during the investigation by the Ministry through a check list, according to the definition of orphan site referred to in the aforementioned Ministerial Decree of 2020( the package is called programming of orphan sites) .', 'Mr President, the funds allocated under the Budget Act for 2019 for the reclamation of orphan sites, as identified, have been allocated between the Regions and the Autonomous Provinces according to the quotas identified and on the basis of specific allocation criteria, which provide that each Region, according to its own principles and in line with the plans already adopted for reclamation, will ensure the identification of these orphan sites.']"
642,18,642_10_buccarella_follow_11,"['10', 'buccarella', 'follow', '11', 'following', 'mauton', 'followed', '12', 'mollame', 'piarulli']","['( 10.10 a.m.) ( Follows MOLLAME) .', '6:32 p.m.( Follow BUCCARELLA) .', '12:03 a.m.( Follow BUCCARELLA) .']"
643,18,643_ecosolidal_announce_mixed_component,"['ecosolidal', 'announce', 'mixed', 'component', 'ecosolidali', 'equal', 'favorable', 'leu', 'free', 'favour']","['In conclusion, I announce the favorable vote of the Free and Equal-Ecosolidal component of the Mixed Group.', 'I therefore announce the vote in favour of the Free and Equal-Ecosolidal component of the Mixed Group.', 'For all these reasons, I announce the vote in favour of the Free and Equal-Ecosolidal component of the Mixed Group.']"
644,18,644_require_minor_coverage_adjustments,"['require', 'minor', 'coverage', 'adjustments', 'suggests', 'technical', 'special', 'consideration', 'legal', 'changes']","['These are proposed minor or legal changes that do not require specific consideration.', 'The committee suggests a few minor legal modifications to the bill that do not require special coverage.', 'These are proposed minor technical changes that do not require specific coverage.']"
645,18,645_lying_lies_fooled_deceive,"['lying', 'lies', 'fooled', 'deceive', 'deception', 'fool', 'misleading', 'disraeli', 'victoria', 'lie']","[""As our national leader also said, you lie knowing you're lying."", 'So, those who told the opposite were obviously lying knowing they were lying.', 'Mr President, according to a famous phrase that someone attributes to Benjamin Disraeli, British premier at the time of Queen Victoria, others to the American Mark Twain, there are three types of lies: simple lies, brazen lies and statistics.']"
646,18,646_fragile_workers_extend_protection,"['fragile', 'workers', 'extend', 'protection', 'unfit', 'stress', 'protections', 'sickness', 'epidemiological', 'retroactively']","['We therefore ask you, Minister, what initiatives you intend to take in order to extend the protection of fragile workers until the development of the epidemiological situation so requires, to enable them to receive the sickness benefit throughout the period of absence from service and to extend these protections also to the unfit workers.', 'This is why the Ministry of Labour has always supported measures to extend interventions to protect fragile workers.', 'An amendment adopted in favour of fragile workers is also important.']"
647,18,647_hospital_akureyri_backup_cornerstone,"['hospital', 'akureyri', 'backup', 'cornerstone', 'clinics', 'shapps', 'fleas', 'crimson', 'facility', 'kraga']","[""The hospital at Akureyri, which is our second major hospital-- we'll certainly remember at some point, when we have experience with this government, looking to it."", ""Then there's the hospital in Akureyri."", 'What about the hospital in Akureyri?']"
648,18,648_pellegrini_emanuele_sp_az,"['pellegrini', 'emanuele', 'sp', 'az', 'psd', '17', '18', 'followed', '28', 'alexandrini']","[""PELLEGRINI Emanuele( L-SP-PSd' Az) ."", ""PELLEGRINI Emanuele( L-SP-PSd' Az) ."", ""PELLEGRINI Emanuele( L-SP-PSd' Az) .""]"
649,18,649_volunteers_volunteer_volunteering_charity,"['volunteers', 'volunteer', 'volunteering', 'charity', 'salvation', 'jobs', 'kfum', 'kfuk', 'army', 'agreements']","['This is especially true since it is against labour agreements and principles in a labour market that volunteers have general jobs in the economic activities of companies or institutions.', 'In that case, I feel that it is proper to draw special attention to the fact that the range of laws required does not involve volunteers, but it is important to make a clear distinction between volunteers and employees on the other hand.', 'For example, the work of volunteers on projects for various organizations associated with charity or humanitarianism, such as for the Red Cross in Iceland, the rest of the house, the Salvation Army, the Boy Scout movement, or international youth exchange, to name something.']"
650,18,650_materials_raw_difficulty_inevitably,"['materials', 'raw', 'difficulty', 'inevitably', 'shortage', 'finding', 'costs', 'iron', 'yards', 'steel']","['There is also a topic of availability of raw materials cost.', 'In these months we have been faced with the dearness of materials, linked to the difficulty of finding raw materials.', 'We are all aware of the increases in the cost of raw materials, energy and inevitably the shopping cart, but entrepreneurs were aware of the phenomenon of the increase of raw materials since the beginning of 2021.']"
651,18,651_comments_minutes_approved_were,"['comments', 'minutes', 'approved', 'were', 'since', 'no', 'there', 'the', '', '']","['Since there were no comments, the Minutes were approved.', 'Since there were no comments, the Minutes were approved.', 'Since there were no comments, the Minutes were approved.']"
652,18,652_globalisation_globalization_phenomenon_mismanaged,"['globalisation', 'globalization', 'phenomenon', 'mismanaged', 'goods', 'monster', 'fratin', 'pichetto', 'regulated', 'chinese']","['Many times with the Deputy Minister and dear friend Pichetto Fratin we have made speeches about globalization, which I absolutely do not want to understand as a monster, but certainly as a complex phenomenon, which must be governed.', 'Globalisation is not a monster, no matter how much my friend and deputy minister Pichetto Fratin knows that I have criticized her many times.', 'Since we are talking about globalisation, then a globalization whose crisis confirms so many of our intuitions, let me say, to avoid misunderstandings, that it is not true that we have all mishandled globalisation.']"
653,18,653_safety_safe_safer_prevalent,"['safety', 'safe', 'safer', 'prevalent', 'ambulances', 'hazard', 'trait', 'creating', 'distinct', 'virtual']","['As we have seen, this is a very important safety issue.', 'This is an important safety issue.', ""There's so much safety here, and it's so important.""]"
654,18,654_strive_competition_active_promote,"['strive', 'competition', 'active', 'promote', 'markets', 'sales', 'natural', 'financial', 'transactions', 'botanist']","['In that case, sales should strive to promote active and natural competition for financial markets.', 'In that case, sales should strive to promote active and natural competition for financial markets.', 'In that case, sales should strive to promote active and natural competition for financial markets.']"
655,18,655_report_ignored_review_professional,"['report', 'ignored', 'review', 'professional', 'option', 'groups', 'bold', 'brakes', 'um', 'scores']","['The work certainly started, but for some reason, the brakes were started within the Ministry, and when the report finally appeared, it did not contain anything that was somewhat different.', ""That's what happened. More part of the report is still missing, over two years later, despite this appeal, despite the bold and written text of the Agency's review that it would have to be better."", 'The reviews indicated that the option did not have the extensive impact on tourism on which the pro-group 2 results were based.']"
656,18,656_distributed_5th_standing_presidency,"['distributed', '5th', 'standing', 'presidency', 'published', 'draft', 'received', 'annex', 'opinion', 'commission']","[""I would like to say that the Presidency-and it is being distributed-has received the opinion of the 5th standing Commission on the draft law before us, which will be published in an annex to today's report."", ""I would like to say that the Presidency-and it is being distributed-has received the opinion of the 5th standing Commission on the draft law before us, which will be published in an annex to today's report."", ""I would like to say that the Presidency-and it is being distributed-has received the opinion of the 5th standing Commission on the draft law before us, which will be published in an annex to today's report.""]"
657,18,657_human_rights_violating_bathe,"['human', 'rights', 'violating', 'bathe', 'awful', 'guaranteed', 'violation', 'institution', 'impairments', 'faithful']","[""We're talking, not that human rights are guaranteed no matter what, but just what we do for it."", 'We may not always be talking about human rights on a daily basis, but we present issues that are just human rights when better checked.', 'We have to talk about human rights, too, in this context.']"
658,17,658_parental_leave_paternity_employed,"['parental', 'leave', 'paternity', 'employed', 'fourteenth', 'babies', 'maternity', 'self', 'compulsory', 'envisaged']","[""I would merely point out that the measure also provides for a reordering of parental leave of paternity and maternity, with the possibility of using it for working parents until the fourteenth year of the children's age."", 'The radical change envisaged in the chapter on parental and paternity leave, which should also be extended to self-employed workers and professionals, should continue to reverse the course.', ""Moreover, I think it is worthwhile, in relation to parental leave, in addition to having extended the minimum period of parental leave to the fourteenth year of the child's age, instead of the 12th currently planned, to have introduced paternity leave.""]"
659,17,659_stress_senator_minister_inquiring,"['stress', 'senator', 'minister', 'inquiring', 'wondering', 'visualization', 'vast', 'declared', 'collaborative', 'investigation']","['If a minister was concerned about credibility, he would simply have declared that this serious situation called for an investigation and that he had handed it over to the Senate to determine who should study and put it out of the investigation.', 'Then I want to add and ask why. A senator whether he was concerned, in view of his attempt to drive this through without the overall vision and overall policy, of the vast authority given to the minister and administration without access-the vast sources, in view of the lack of policy here.', ""I think that's what we're talking about. A senator doesn't have to question my thoughts, and I will stress it, and we've talked about it, me and the highest. Social Affairs Minister, to this group, the representatives of this group will be included and the organisations that are the clients of this group will be involved in this work.""]"
660,17,660_patt_uv_aut_svp,"['patt', 'uv', 'aut', 'svp', 'unterberger', 'laniece', 'cattaneo', '', '', '']","['UNTERBERGER( Aut( SVP-PATT, UV) ) .', 'UNTERBERGER( Aut( SVP-PATT, UV) ) .', 'UNTERBERGER( Aut( SVP-PATT, UV) ) .']"
661,17,661_highest_minister_learn_lawsuits,"['highest', 'minister', 'learn', 'lawsuits', 'dominate', 'predecessors', 'afterlife', 'lived', 'pilots', 'prime']","[""I'm the highest. A minister to make up the same category of lawsuits that we have seen successful results in, such as. Prevention of smoking and the drinking of youths, trying to dominate them into other lawsuits."", ""Now it's the highest. Minister of this office is new to me, so I'm asking if the highest level. A minister will copy his predecessors in beating his head at the stone or if he is willing to take up the discussion needed to settle the matter."", ""I'm the highest. A minister to learn about the circumstances of people in distress who have even lived here since birth, who have even lived here for decades but cannot meet all legal conditions, e.g. Because it is not locked, because it cannot learn another language, because it cannot learn to read letters as we use it or simply because of health issues.""]"
662,17,662_cheating_senator_aground_šdisilgate,"['cheating', 'senator', 'aground', 'šdisilgate', 'grillions', 'overlaying', 'volleyball', 'minister', 'responsible', 'em']","['I wonder what. A senator understands that it is a minister of Private and personally who makes his red overlaying pen over it or if it is not exactly the government of a minister to whom the minister is responsible, of course, to do this.', ""Now we have what? A senator not only runs a large part of our adult life, she may be much bigger than my company, and that is why it is only hoped that I didn't understand alpine from the highest level. Prime Minister, secretary of finance, so I ask. Senator: How will the Independence Party and the government make this work except for extra money for the ministry?"", ""Hv. Of course, a senator cannot answer for the construction of the car manufacturer, as she says, fortunately, and no reason to bear volleyball of those who became aware of cheating in Šdisilgate and had to pay for it some, I don't know how to calculate it from euro, grillions in fines for cheating.""]"
663,17,663_roll_ballot_simultaneous_rule,"['roll', 'ballot', 'simultaneous', 'rule', 'refer', 'call', 'vote', 'by', 'fifth', 'branch']","['I refer to the roll-call vote by simultaneous ballot of Rule 5.', 'I refer to the roll-call vote by simultaneous ballot of Rule 5.', 'I refer to the roll-call vote by simultaneous ballot of Rule 5.']"
664,17,664_smell_urine_insecticides_preschoolers,"['smell', 'urine', 'insecticides', 'preschoolers', 'smells', 'insecticide', 'toxicities', 'devices', 'stinks', 'precocious']","[""It's the smell I'm worried about in this context."", ""It's the biggest smell of this bill."", ""These devices smell like they're doing them.""]"
665,17,665_scratch_underneath_ramburd_crevice,"['scratch', 'underneath', 'ramburd', 'crevice', 'lot', 'stuff', 'bicycle', 'scratched', 'photo', 'scraping']","[""There's a lot of stuff under there."", 'It contains, for example, A photo of cheese, milk, house, cream, and what does not belong there.', ""There's nothing scraping it off when you ride a bicycle in the head of the Gangs.""]"
666,17,666_serve_invited_previously_assembly,"['serve', 'invited', 'previously', 'assembly', 'again', 'welcome', 'taken', 'general', 'she', 'linya']","['He has previously taken his place at the General Assembly and is invited to serve again.', 'He has previously taken his place at the General Assembly and is invited to serve again.', 'He has previously taken his place at the General Assembly and is invited to serve again.']"
667,17,667_victims_mourning_closeness_pain,"['victims', 'mourning', 'closeness', 'pain', 'families', 'difficulties', 'owe', 'derailments', 'empathize', 'þorsteinsdóttir']","['We owe it to the blameless victims, to their families, to the communities shocked by the brutality of these gestures to which I address today all my emotion and mourning.', 'It is an act of justice and respect due both to the victims, and to the association of the family members of the victims, who have always been engaged in all these years to fight derailments and connivances and denounce complicity and silence.', 'It is easy to proclaim mourning for the victims at work, closeness to those who suffer an offense to their dignity as a worker and solidarity with those who are called to oversee legality among thousands of difficulties.']"
668,17,668_agree_agrees_everybody_couldn,"['agree', 'agrees', 'everybody', 'couldn', 'think', 'disagree', 'coming', 'completely', 'understand', 'greatly']","[""I think that's sort of what everybody agrees on."", ""I think everybody agrees that that's what's going on here."", 'I think we can all agree with that.']"
669,17,669_criticism_criticize_criticist_roundabout,"['criticism', 'criticize', 'criticist', 'roundabout', 'ma', 'attach', 'stimulus', 'beneficial', 'controls', 'favor']","['I accept criticism in this regard.', 'First, it has been a long line of criticism.', 'These comments and criticism are not new.']"
670,17,670_agency_checkbox_executing_naughty,"['agency', 'checkbox', 'executing', 'naughty', 'departments', 'agencies', 'democracy', 'opposers', 'filling', 'professionally']","['Of course, this is linked together, the same agency that works on the information and management of these issues.', ""I'd also like to think that we're going toward democracy and professionalism, but this isn't just because some hard experience has told us that we need to stop some naughty manager or something like that, and I have no confirmation of it."", 'Of course, agencies, whatever their names, have to do their jobs well and professionally, be well-educated, and look to their point of view, and do not overlook those just listed in our legislation and in the laws that need to be looked to.']"
671,17,671_pay_preconceiving_pays_pledge,"['pay', 'preconceiving', 'pays', 'pledge', 'paying', 'shit', 'lockdown', 'basics', 'eat', 'receives']","['After that, it is our citizens who pay.', ""No, they will have some to pay, and if they escape from the pledge and in their own housing, they will also pay the rising prices they cannot control or eat what is out of the government's jurisdiction."", ""We've always had to pay for it.""]"
672,17,672_delegation_white_exercised_delegates,"['delegation', 'white', 'exercised', 'delegates', 'delegated', 'implementation', 'legislates', 'particularities', 'leverage', 'insincability']","['Let us now turn to the content of the delegation.', 'In fact, the first obvious criticality of this delegation, which runs the obligation to emphasize, is that it leaves very wide space to the activity of the delegated legislator and it is clear that the provision should have been formulated in order to direct more fully the Government, that today so enjoys substantially a delegation in white.', 'This is an issue on which the Government, in the implementation of the delegation, must pay attention.']"
673,17,673_mental_cost_billion_health,"['mental', 'cost', 'billion', 'health', '26', 'million', 'annual', 'estimated', 'care', '13']","['The Ministry estimates that the direct cost of mental health problems will be 13.8 billion. In 2021, but the cost in 2020 was about 12.9 billion at the price of that year.', 'The cost of social insurance on account of mental illness has become 26.6 billion dollars. The annual and annual cost of mental-health care is only 12.9 billion annually.', 'The cost of social, insurance, and health care as a result of mental illness in 2020 was 4,1.8 billion. and estimated cost of mental health care in 2021 13,83 billion.']"
674,17,674_weight_weights_pounds_lose,"['weight', 'weights', 'pounds', 'lose', 'shelfed', 'enduring', 'weigh', 'losing', 'overweight', 'kg']","[""Some argue that weights should be shelfed; others say that weights should be the luxury product that many people live in today's world."", ""Then she'd get a little more weight, too."", ""We're working with the reduction of isolation now, and possibly more people can get to work and then lose weight on the situation, and that gives us reason to lose them more weight.""]"
675,17,675_disappearance_rognoni_loved_his,"['disappearance', 'rognoni', 'loved', 'his', 'condolences', 'francesco', 'family', 'mourning', 'man', 'lucky']","['The CGIL of the Barletta-Andria-Trani Province together with all the categories mourns the disappearance of Francesco Dambra, for all Franco.', ""To the family, the backbone from which he drew his great inner strength, to his wife Alessandra and to his children Giulio and Livia, to all his colleagues and colleagues of the PD, the Lega-Salvini Premier-Partito Sardo d'Azione Group expresses closeness and live condolences and honors a man who, with his work and values, has given lustre to our country."", 'Rognoni was a giant among those giants; a very courageous politician who continued until a few days after his disappearance to dispense advice, to help, to intervene, with those who were lucky to meet him, on politics.']"
676,17,676_measures_tailored_toolboxes_justifiable,"['measures', 'tailored', 'toolboxes', 'justifiable', 'meanings', 'corrective', 'achieved', 'ashamed', 'heavily', 'specialized']","['These measures are very important and good.', 'We need strong measures, not these measures.', 'When we take measures, it is right that they are in part tailored to the needs.']"
677,16,677_goals_achieved_merddis_successful,"['goals', 'achieved', 'merddis', 'successful', 'results', 'reached', 'hrönn', 'tenant', 'yielded', 'diverse']","['I feel that these goals have been achieved very well.', 'It can be said that all these goals have been achieved.', 'We have achieved most of our goals.']"
678,16,678_durnwalder_reading_gave_minutes,"['durnwalder', 'reading', 'gave', 'minutes', 'sitting', 'secretary', 'previous', 'mr', 'day', 'appealing']","['Mr Durnwalder, Secretary, gave a reading of the Minutes of the sitting of the previous day.', 'Mr Durnwalder, Secretary, gave a reading of the Minutes of the sitting of the previous day.', 'Mr Durnwalder, Secretary, gave a reading of the Minutes of the sitting of the previous day.']"
679,16,679_remote_care_distant_health,"['remote', 'care', 'distant', 'health', 'services', 'technology', 'national', 'hospital', 'homogenization', 'availability']","['Just as there are things to be done with all health care, while innovation and technological development in the area of remote health care will indeed be a great improvement for those who are living in the country but who need service from the Land Hospital, for example, and even granting the possibility of foreign-language services and treatment.', ""We've chosen it this way from policy development to focus on national and national long-term health services and are working to implement technology and shape a process and guidance around remote health services in order to ensure safety and quality of life to both patients and employees and the relevant data."", 'Then I refer to medical conferences where the proposed availability of extended health care services is to improve the availability of services that include the use of a remote health care provider. so that we enable users of health care in a way that enables them to employ telecommunications technology in the area of remote health care and to use various brilliant programs in this regard.']"
680,16,680_tunnel_tunnels_bridge_reykjavík,"['tunnel', 'tunnels', 'bridge', 'reykjavík', 'grafarvogi', 'isafjörður', 'reykjavíkurburg', 'sunwater', 'mosfellstown', 'bridges']","['Those of us who have lived upstairs in Christmas know that getting a bridge or tunnel from the Kjalarnes down in Reykjavík would save us a lot of time, not having to drive through all of Mosfellstown.', 'The first tunnel in Iceland was a tunnel dug through Eagle Valleyshamar between S such as Isafjörður and Isafjörður in 1948.', 'If Reykjavíkurburg insists that it be a Sunwater tunnel, the city of Reykjavík should pay that amount.']"
681,16,681_balance_imbalance_balanced_finding,"['balance', 'imbalance', 'balanced', 'finding', 'existed', 'avoided', '2009', 'creates', 'mission', 'ours']","[""It's all over the business, so it's always a balance."", 'Of course, there is more than one way to ensure balance.', ""I think there's a balance there.""]"
682,16,682_armed_244_precariousness_forces,"['armed', '244', 'precariousness', 'forces', 'paola', 'military', 'personnel', '2024', 'units', 'training']","[""The revision of Law No 244 of 2012 is therefore a choice dictated by today's circumstances, but also the necessary adaptation of the military model to the role that our Armed Forces play today."", 'The present measure aims to modify the recruitment, lowering, if not even eliminating the precariousness in the Armed Forces, in addition to lengthening the term of the reduction imposed by the law Di Paola moving it from 2024 to 2034.', 'The changed geopolitical scenario leads to the need to review choices that had already been taken, starting from the organic endowment of our Armed Forces, that were undergoing a reduction under the so-called law of Paola, with which it was expected to bring to 150,000 units the military personnel of the three Armed Forces and to 20,000 the civil personnel of the defense, reductions on which today we reverse the course.']"
683,16,683_rai_television_spa_broadcasting,"['rai', 'television', 'spa', 'broadcasting', 'participation', 'network', 'progress', 'radio', 'maintaining', 'broadcast']","['I remember that live television with Rai is in progress.', 'I remember that live television with RAI is in progress.', ""Mr President, as you know, RAI Way is the joint stock company of the Rai Group, listed on the Milan Stock Exchange, which owns the network for broadcasting the RAI's radio and television signal and which is responsible for managing and maintaining it.""]"
684,16,684_improvisation_never_argues_hostilities,"['improvisation', 'never', 'argues', 'hostilities', 'eighty', 'defect', 'forming', 'rhythms', 'instance', 'variation']","['No force at all could have prevented these windows from forming in the legal position of people working in the MPA service.', 'In other words, there is no variation in hostilities and trustees who are granted leaves when it comes to service.', 'His political and administrative action has never suffered from the defect of improvisation dictated by urgency.']"
685,16,685_garnet_enlisted_rauti_she,"['garnet', 'enlisted', 'rauti', 'she', 'speak', 'senator', 'to', '', '', '']","[""She's enlisted to speak Senator Garnet."", ""She's enlisted to speak Senator Garnet."", ""She's enlisted to speak Senator Garnet.""]"
686,16,686_oil_search_jurisdiction_norwegian,"['oil', 'search', 'jurisdiction', 'norwegian', 'ban', 'gas', '53', 'issued', 'icelandic', '54']","['Norwegians have now released 53 new oil and gas search permits in Norwegian jurisdiction.', ""That's why I feel that it must be the government of Iceland, and hopefully it can be the highest. The minister of state expressed himself only on this, reexamined the strange decision to ban research and search for oil and gas in Icelandic jurisdiction at the same time as the Norwegian government has just issued its laws on 53 new legislation, its search and implementation."", 'At the same time as the Norwegian government has just issued 53 licenses for the search and development of oil and gas in Norwegian jurisdiction, the Icelandic government has issued a prohibition on oil and gas search in Icelandic jurisdiction.']"
687,16,687_telephones_housekeeping_interiors_restaurant,"['telephones', 'housekeeping', 'interiors', 'restaurant', 'along', 'cleaning', 'harrow', 'lodgers', 'unsecured', 'plumbers']","['Housekeeping, along with the necessary interiors and telephones.', 'Housekeeping, along with the necessary interiors and telephones.', 'Housekeeping, along with the necessary interiors and telephones.']"
